Hall,Floor,Room,Bed Name,Room Type
Morrow House,4,407,B,Double
Morrow House,4,408,A,Double
Morrow House,4,408,B,Double
Morrow House,4,409,A,Double
Morrow House,4,409,B,Double
Morrow House,4,410,A,Double
Morrow House,4,410,B,Double
Morrow House,4,411,A,Double
Morrow House,4,411,B,Double
Morrow House,4,412,A,Double
Morrow House,4,412,B,Double
Morrow House,4,413,A,Single
Morrow House,4,414,A,Single
Morrow House,4,415,A,Double
Morrow House,4,415,B,Double
Morrow House,4,416,A,Double
Morrow House,4,416,B,Double
Morrow House,4,417,A,Double
Morrow House,4,417,B,Double
Ninomiya House,1,101,A,Friedman Single
Ninomiya House,1,102,A,Friedman Single
Ninomiya House,1,103,A,Friedman Single
Ninomiya House,1,104,A,Friedman Single
Ninomiya House,1,111,A,Friedman Single
Ninomiya House,1,112,A,Friedman Single
Ninomiya House,1,113,A,Friedman Single
Ninomiya House,1,114,A,Friedman Single
Ninomiya House,2,201,A,Friedman Single
Ninomiya House,2,202,A,Friedman Single
Ninomiya House,2,203,A,Friedman Single
Ninomiya House,2,204,A,Friedman Single
Ninomiya House,2,211,A,Friedman Single
Ninomiya House,2,212,A,Friedman Single
Ninomiya House,2,213,A,Friedman Single
Ninomiya House,2,214,A,Friedman Single
Northrop House,1,104,A,Single
Northrop House,1,105,A,Double
Northrop House,1,105,B,Double
Northrop House,1,106,A,Single
Northrop House,1,107,A,Single
Northrop House,2,201,A,Single
Northrop House,2,202,A,Single
Northrop House,2,203,A,Double
Northrop House,2,203,B,Double
Northrop House,2,204,A,Single
Northrop House,2,205,A,Single
Northrop House,2,207,A,Single
Northrop House,2,208,A,Single
Northrop House,2,210,A,Single
Northrop House,2,211,A,Double
Northrop House,2,211,B,Double
Northrop House,2,212,A,Single
Northrop House,2,213,A,Single
Northrop House,2,214,A,Single
Northrop House,2,215,A,Single
Northrop House,2,216,A,Single
Northrop House,2,217,A,Single
Northrop House,2,218,A,Single
Northrop House,2,220,A,Double
Northrop House,2,220,B,Double
Northrop House,3,301,A,Single
Northrop House,3,302,A,Single
Northrop House,3,303,A,Double
Northrop House,3,303,B,Double
Northrop House,3,304,A,Single
Northrop House,3,305,A,Single
Northrop House,3,306,A,Single
Northrop House,3,308,A,Single
Northrop House,3,309,A,Single
Northrop House,3,310,A,Single
Northrop House,3,311,A,Double
Northrop House,3,311,B,Double
Northrop House,3,312,A,Single
Northrop House,3,313,A,Single
Northrop House,3,315,A,Single
Northrop House,3,316,A,Single
Northrop House,3,317,A,Single
Northrop House,3,318,A,Single
Northrop House,3,319,A,Single
Northrop House,3,320,A,Double
Northrop House,3,320,B,Double
Northrop House,4,401,A,Single
Northrop House,4,402,A,Single
Northrop House,4,403,A,Single
Northrop House,4,404,A,Single
Northrop House,4,405,A,Single
Northrop House,4,406,A,Single
Northrop House,4,407,A,Single
Northrop House,4,409,A,Single
Northrop House,4,411,A,Double
Northrop House,4,411,B,Double
Northrop House,4,412,A,Single
Northrop House,4,413,A,Single
Northrop House,4,414,A,Single
Northrop House,4,416,A,Single
Northrop House,4,417,A,Single
Northrop House,4,419,A,Single
Northrop House,5,501,A,Single
Northrop House,5,502,A,Single
Northrop House,5,503,A,Single
Northrop House,5,505,A,Single
Northrop House,5,506,A,Single
Park Annex,1,101,A,Single
Park Annex,1,102,A,Single
Park Annex,2,201,A,Single
Park Annex,2,202,A,Double
Park Annex,2,202,B,Double
Park Annex,2,203,A,Double
Park Annex,2,203,B,Double
Park Annex,2,204,A,Single
Park Annex,3,301,A,Double
Park Annex,3,301,B,Double
Park Annex,3,302,A,Single
Park Annex,3,303,A,Single
Park Annex,3,304,A,Double
Park Annex,3,304,B,Double
Park House,0,1,A,Single
Park House,0,4,A,Single
Park House,0,5,A,Double
Park House,0,5,B,Double
Park House,0,7,A,Single
Park House,0,8,A,Single
Park House,1,103,A,Double
Park House,1,103,B,Double
Park House,1,104,A,Single
Park House,2,201,A,Single
Park House,2,202,A,Single
Park House,2,203,A,Double
Park House,2,203,B,Double
Park House,2,204,A,Double
Park House,2,204,B,Double
Park House,2,205,A,Single
Park House,2,206,A,Single
Park House,2,207,A,Double
Park House,2,207,B,Double
Park House,2,208,A,Single
Park House,2,210,A,Single
Park House,2,211,A,Double
Park House,2,211,B,Double
Park House,2,212,A,Double
Park House,2,212,B,Double
Park House,2,213,A,Single
Park House,2,214,A,Double
Park House,2,214,B,Double
Park House,3,301,A,Single
Park House,3,302,A,Single
Park House,3,303,A,Double
Park House,3,303,B,Double
Park House,3,304,A,Double
Park House,3,304,B,Double
Park House,3,305,A,Single
Park House,3,306,A,Single
Park House,3,307,A,Double
Park House,3,307,B,Double
Park House,3,309,A,Single
Park House,3,310,A,Single
Park House,3,311,A,Double
Park House,3,311,B,Double
Park House,3,312,A,Single
Park House,3,313,A,Single
Park House,3,314,A,Double
Park House,3,314,B,Double
Parsons Annex,1,101,A,Single
Parsons Annex,1,102,A,Double
Parsons Annex,1,102,B,Double
Parsons Annex,2,202,A,Single
Parsons Annex,2,203,A,Double
Parsons Annex,2,203,B,Double
Parsons Annex,2,204,A,Double
Parsons Annex,2,204,B,Double
Parsons Annex,2,205,A,Single
Parsons Annex,2,206,A,Single
Parsons Annex,2,207,A,Single
Parsons Annex,3,301,A,Double
Parsons Annex,3,301,B,Double
Parsons Annex,3,302,A,Single
Parsons Annex,3,303,A,Single
Parsons Annex,3,304,A,Double
Parsons Annex,3,304,B,Double
Parsons House,1,101,A,Single
Parsons House,1,102,A,Single
Parsons House,1,103,A,Double
Parsons House,1,103,B,Double
Parsons House,1,104,A,Double
Parsons House,1,104,B,Double
Parsons House,1,107,A,Triple
Parsons House,1,107,B,Triple
Parsons House,1,107,C,Triple
Parsons House,2,201,A,Double
Parsons House,2,201,B,Double
Parsons House,2,202,A,Double
Parsons House,2,202,B,Double
Parsons House,2,203,A,Double
Parsons House,2,203,B,Double
Parsons House,2,204,A,Double
Parsons House,2,204,B,Double
Parsons House,2,205,A,Single
Parsons House,2,206,A,Single
Parsons House,2,207,A,Single
Parsons House,2,208,A,Single
Parsons House,2,209,A,Double
Parsons House,2,209,B,Double
Parsons House,2,210,A,Double
Parsons House,2,210,B,Double
Parsons House,2,211,A,Single
Parsons House,2,212,A,Single
Parsons House,2,213,A,Single
Parsons House,3,301,A,Single
Parsons House,3,303,A,Single
Parsons House,3,304,A,Single
Parsons House,3,305,A,Single
Parsons House,3,306,A,Single
Parsons House,3,307,A,Double
Parsons House,3,307,B,Double
Parsons House,3,309,A,Double
Parsons House,3,309,B,Double
Parsons House,3,310,A,Double
Parsons House,3,310,B,Double
Parsons House,3,311,A,Double
Parsons House,3,311,B,Double
Parsons House,3,312,A,Single
Parsons House,4,401,A,Single
Parsons House,4,402,A,Single
Scales House,1,104,A,Triple
Scales House,1,104,B,Triple
Scales House,1,104,C,Triple
Scales House,2,201,A,Single
Scales House,2,202,A,Single
Scales House,2,203,A,Single
Scales House,2,204,A,Single
Scales House,2,205,A,Single
Scales House,2,207,A,Single
Scales House,2,208,A,Single
Scales House,2,209,A,Single
Scales House,2,210,A,Single
Scales House,2,211,A,Single
Scales House,2,212,A,Single
Scales House,2,213,A,Single
Scales House,2,216,A,Single
Scales House,2,218,A,Single
Scales House,2,219,A,Single
Scales House,2,220,A,Single
Scales House,2,221,A,Single
Scales House,2,222,A,Single
Scales House,2,223,A,Single
Scales House,2,224,A,Single
Scales House,2,225,A,Single
Scales House,2,226,A,Single
Scales House,2,227,A,Single
Scales House,2,228,A,Single
Scales House,2,229,A,Single
Scales House,2,230,A,Single
Scales House,2,231,A,Single
Scales House,2,232,A,Single
Scales House,2,233,A,Single
Scales House,3,302,A,Single
Scales House,3,303,A,Single
Scales House,3,304,A,Single
Scales House,3,305,A,Single
Scales House,3,306,A,Single
Scales House,3,307,A,Single
Scales House,3,308,A,Single
Scales House,3,309,A,Single
Scales House,3,310,A,Single
Scales House,3,312,A,Single
Scales House,3,313,A,Single
Scales House,3,314,A,Single
Scales House,3,315,A,Single
Scales House,3,316,A,Single
Scales House,3,318,A,Single
Scales House,3,319,A,Single
Scales House,3,320,A,Single
Scales House,3,321,A,Single
Scales House,3,322,A,Single
Scales House,3,323,A,Single
Scales House,3,324,A,Single
Scales House,3,325,A,Single
Scales House,3,326,A,Single
Scales House,3,327,A,Single
Scales House,3,328,A,Single
Scales House,3,329,A,Single
Scales House,3,330,A,Single
Scales House,3,331,A,Single
Scales House,3,332,A,Single
Scales House,3,333,A,Single
Scales House,4,401,A,Single
Scales House,4,402,A,Single
Scales House,4,403,A,Single
Scales House,4,404,A,Single
Scales House,4,405,A,Single
Scales House,4,406,A,Single
Sessions Annex,1,101,A,Double
Sessions Annex,1,101,B,Double
Sessions Annex,2,201,A,Double
Sessions Annex,2,201,B,Double
Sessions Annex,2,203,A,Double
Sessions Annex,2,203,B,Double
Sessions Annex,2,204,A,Double
Sessions Annex,2,204,B,Double
Sessions Annex,2,205,A,Single
Sessions Annex,3,303,A,Single
Sessions Annex,3,304,A,Single
Sessions Annex,3,305,A,Single
Sessions House,1,103,A,Triple
Sessions House,1,103,B,Triple
Sessions House,1,103,C,Triple
Sessions House,2,201,A,Double
Sessions House,2,201,B,Double
Sessions House,2,202,A,Double
Sessions House,2,202,B,Double
Sessions House,2,204,A,Single
Sessions House,2,207,A,Single
Sessions House,2,208,A,Single
Sessions House,2,211,A,Single
Sessions House,2,212,A,Double
Sessions House,2,212,B,Double
Sessions House,2,213,A,Double
Sessions House,2,213,B,Double
Sessions House,3,301,A,Single
Sessions House,3,302,A,Single
Sessions House,3,303,A,Single
Sessions House,3,304,A,Single
Sessions House,3,305,A,Double
Sessions House,3,305,B,Double
Sessions House,3,306,A,Single
Sessions House,3,307,A,Single
Sessions House,3,308,A,Single
Sessions House,3,309,A,Single
Sessions House,3,310,A,Single
Sessions House,3,311,A,Double
Sessions House,3,311,B,Double
Sessions House,3,312,A,Double
Sessions House,3,312,B,Double
Talbot House,0,2,A,Single
Talbot House,1,102,A,Double
Talbot House,1,102,B,Double
Talbot House,1,103,A,Double
Talbot House,1,103,B,Double
Talbot House,1,105,A,Single
Talbot House,1,106,A,Double
Talbot House,1,106,B,Double
Talbot House,1,107,A,Double
Talbot House,1,107,B,Double
Talbot House,1,108,A,Double
Talbot House,1,108,B,Double
Talbot House,1,109,A,Single
Talbot House,2,201,A,Double
Talbot House,2,201,B,Double
Talbot House,2,202,A,Double
Talbot House,2,202,B,Double
Talbot House,2,203,A,Double
Talbot House,2,203,B,Double
Talbot House,2,204,A,Single
Talbot House,2,205,A,Single
Talbot House,2,206,A,Double
Talbot House,2,206,B,Double
Talbot House,2,207,A,Double
Talbot House,2,207,B,Double
Talbot House,2,208,A,Double
Talbot House,2,208,B,Double
Talbot House,2,211,A,Double
Talbot House,2,211,B,Double
Talbot House,2,212,A,Double
Talbot House,2,212,B,Double
Talbot House,2,213,A,Double
Talbot House,2,213,B,Double
Talbot House,2,214,A,Single
Talbot House,2,215,A,Single
Talbot House,2,216,A,Double
Talbot House,2,216,B,Double
Talbot House,3,301,A,Double
Talbot House,3,301,B,Double
Talbot House,3,302,A,Double
Talbot House,3,302,B,Double
Talbot House,3,303,A,Double
Talbot House,3,303,B,Double
Talbot House,3,304,A,Double
Talbot House,3,304,B,Double
Talbot House,3,305,A,Double
Talbot House,3,305,B,Double
Talbot House,3,306,A,Double
Talbot House,3,306,B,Double
Talbot House,3,307,A,Single
Talbot House,3,308,A,Single
Talbot House,3,309,A,Double
Talbot House,3,309,B,Double
Talbot House,3,310,A,Double
Talbot House,3,310,B,Double
Talbot House,3,311,A,Double
Talbot House,3,311,B,Double
Talbot House,3,312,A,Double
Talbot House,3,312,B,Double
Talbot House,4,401,A,Single
Talbot House,4,402,A,Single
Talbot House,4,403,A,Single
Talbot House,4,404,A,Single
Talbot House,4,405,A,Single
Talbot House,4,407,A,Double
Talbot House,4,407,B,Double
Talbot House,4,408,A,Single
Talbot House,4,410,A,Single
Talbot House,4,411,A,Single
Talbot House,4,412,A,Single
Talbot House,4,413,A,Double
Talbot House,4,413,B,Double
Talbot House,4,414,A,Double
Talbot House,4,414,B,Double
Tenney House,2,201,A,Tenney Single
Tenney House,2,202,A,Tenney Single
Tenney House,2,203,A,Tenney Single
Tenney House,2,204,A,Tenney Single
Tenney House,2,205,A,Tenney Single
Tenney House,2,206,A,Tenney Single
Tenney House,3,301,A,Tenney Single
Tenney House,3,302,A,Tenney Single
Tenney House,3,303,A,Tenney Single
Tenney House,3,304,A,Tenney Single
Tenney House,3,305,A,Tenney Single
Tenney House,3,306,A,Tenney Single
Tenney House,3,307,A,Tenney Single
Tyler House,2,201,A,Single
Tyler House,2,202,A,Single
Tyler House,2,203,A,Single
Tyler House,2,204,A,Double
Tyler House,2,204,B,Double
Tyler House,2,205,A,Single
Tyler House,2,207,A,Double
Tyler House,2,207,B,Double
Tyler House,2,209,A,Double
Tyler House,2,209,B,Double
Tyler House,2,211,A,Double
Tyler House,2,211,B,Double
Tyler House,2,212,A,Single
Tyler House,2,214,A,Single
Tyler House,2,215,A,Single
Tyler House,2,216,A,Double
Tyler House,2,216,B,Double
Tyler House,2,217,A,Single
Tyler House,2,218,A,Double
Tyler House,2,218,B,Double
Tyler House,3,301,A,Single
Tyler House,3,303,A,Single
Tyler House,3,304,A,Double
Tyler House,3,304,B,Double
Tyler House,3,305,A,Single
Tyler House,3,306,A,Single
Tyler House,3,307,A,Double
Tyler House,3,307,B,Double
Tyler House,3,308,A,Single
Tyler House,3,309,A,Double
Tyler House,3,309,B,Double
Tyler House,3,310,A,Single
Tyler House,3,311,A,Double
Tyler House,3,311,B,Double
Tyler House,3,312,A,Single
Tyler House,3,314,A,Single
Tyler House,3,315,A,Single
Tyler House,3,316,A,Single
Tyler House,3,317,A,Single
Tyler House,3,318,A,Double
Tyler House,3,318,B,Double
Tyler House,4,401,A,Single
Tyler House,4,402,A,Single
Tyler House,4,403,A,Single
Tyler House,4,404,A,Double
Tyler House,4,404,B,Double
Tyler House,4,405,A,Single
Tyler House,4,407,A,Double
Tyler House,4,407,B,Double
Tyler House,4,408,A,Single
Tyler House,4,409,A,Double
Tyler House,4,409,B,Double
Tyler House,4,411,A,Double
Tyler House,4,411,B,Double
Tyler House,4,412,A,Single
Tyler House,4,413,A,Single
Tyler House,4,414,A,Single
Tyler House,4,415,A,Single
Tyler House,4,416,A,Single
Tyler House,4,417,A,Single
Tyler House,4,418,A,Single
Wesley House,1,101,A,Double
Wesley House,1,101,B,Double
Wesley House,1,102,A,Double
Wesley House,1,102,B,Double
Wesley House,2,201,A,Double
Wesley House,2,201,B,Double
Wesley House,2,202,A,Single
Wesley House,2,204,A,Double
Wesley House,2,204,B,Double
Wesley House,2,205,A,Double
Wesley House,2,205,B,Double
Wesley House,3,301,A,Single
Wesley House,3,302,A,Double
Wesley House,3,302,B,Double
Wesley House,3,304,A,Double
Wesley House,3,304,B,Double
Wilder House,1,101,A,Double
Wilder House,1,101,B,Double
Wilder House,1,102,A,Triple
Wilder House,1,102,B,Triple
Wilder House,1,102,C,Triple
Wilder House,1,104,A,Double
Wilder House,1,104,B,Double
Wilder House,2,201,A,Single
Wilder House,2,203,A,Single
Wilder House,2,204,A,Single
Wilder House,2,205,A,Single
Wilder House,2,206,A,Single
Wilder House,2,208,A,Single
Wilder House,2,209,A,Single
Wilder House,2,211,A,Single
Wilder House,2,213,A,Single
Wilder House,2,214,A,Double
Wilder House,2,214,B,Double
Wilder House,2,217,A,Single
Wilder House,2,218,A,Single
Wilder House,2,219,A,Single
Wilder House,2,220,A,Single
Wilder House,2,221,A,Single
Wilder House,2,222,A,Single
Wilder House,2,223,A,Single
Wilder House,2,224,A,Single
Wilder House,2,225,A,Single
Wilder House,2,226,A,Single
Wilder House,2,227,A,Single
Wilder House,2,228,A,Single
Wilder House,2,230,A,Single
Wilder House,2,231,A,Double
Wilder House,2,231,B,Double
Wilder House,2,232,A,Double
Wilder House,2,232,B,Double
Wilder House,2,233,A,Double
Wilder House,2,233,B,Double
Wilder House,3,301,A,Single
Wilder House,3,302,A,Single
Wilder House,3,303,A,Single
Wilder House,3,304,A,Single
Wilder House,3,305,A,Single
Wilder House,3,306,A,Single
Wilder House,3,307,A,Single
Wilder House,3,308,A,Single
Wilder House,3,309,A,Single
Wilder House,3,310,A,Single
Wilder House,3,311,A,Single
Wilder House,3,312,A,Single
Wilder House,3,313,A,Single
Wilder House,3,314,A,Single
Wilder House,3,315,A,Single
Wilder House,3,316,A,Single
Wilder House,3,317,A,Single
Wilder House,3,318,A,Single
Wilder House,3,319,A,Single
Wilder House,3,320,A,Single
Wilder House,3,322,A,Single
Wilder House,3,323,A,Single
Wilder House,3,324,A,Single
Wilder House,3,325,A,Single
Wilder House,3,326,A,Double
Wilder House,3,326,B,Double
Wilder House,3,327,A,Double
Wilder House,3,327,B,Double
Wilder House,3,328,A,Double
Wilder House,3,328,B,Double
Wilder House,4,401,A,Double
Wilder House,4,401,B,Double
Wilder House,4,402,A,Single
Wilder House,4,403,A,Double
Wilder House,4,403,B,Double
Wilder House,4,404,A,Single
Wilson House,1,102,A,Single
Wilson House,1,103,A,Single
Wilson House,1,104,A,Single
Wilson House,1,105,A,Single
Wilson House,2,201,A,Single
Wilson House,2,202,A,Single
Wilson House,2,203,A,Single
Wilson House,2,204,A,Single
Wilson House,2,205,A,Single
Wilson House,2,206,A,Single
Wilson House,2,208,A,Single
Wilson House,2,209,A,Single
Wilson House,2,210,A,Single
Wilson House,2,211,A,Single
Wilson House,2,212,A,Single
Wilson House,2,213,A,Single
Wilson House,2,214,A,Single
Wilson House,2,215,A,Single
Wilson House,2,216,A,Single
Wilson House,2,217,A,Single
Wilson House,2,219,A,Single
Wilson House,2,220,A,Single
Wilson House,2,221,A,Single
Wilson House,2,223,A,Single
Wilson House,2,224,A,Single
Wilson House,2,225,A,Single
Wilson House,2,226,A,Single
Wilson House,2,227,A,Single
Wilson House,2,228,A,Single
Wilson House,2,229,A,Single
Wilson House,2,230,A,Single
Wilson House,2,231,A,Single
Wilson House,2,232,A,Single
Wilson House,2,233,A,Single
Wilson House,2,234,A,Single
Wilson House,2,235,A,Single
Wilson House,2,236,A,Single
Wilson House,2,237,A,Single
Wilson House,2,238,A,Single
Wilson House,2,239,A,Single
Wilson House,2,240,A,Single
Wilson House,2,241,A,Single
Wilson House,2,242,A,Single
Wilson House,2,243,A,Single
Wilson House,2,244,A,Single
Wilson House,2,245,A,Single
Wilson House,2,246,A,Single
Wilson House,3,301,A,Single
Wilson House,3,302,A,Single
Wilson House,3,303,A,Single
Wilson House,3,304,A,Single
Wilson House,3,305,A,Single
Wilson House,3,306,A,Single
Wilson House,3,307,A,Single
Wilson House,3,308,A,Single
Wilson House,3,309,A,Single
Wilson House,3,310,A,Single
Wilson House,3,311,A,Single
Wilson House,3,312,A,Single
Wilson House,3,313,A,Single
Wilson House,3,314,A,Single
Wilson House,3,315,A,Single
Wilson House,3,316,A,Single
Wilson House,3,317,A,Single
Wilson House,3,318,A,Single
Wilson House,3,319,A,Single
Wilson House,3,320,A,Single
Wilson House,3,321,A,Single
Wilson House,3,322,A,Single
Wilson House,3,323,A,Single
Wilson House,3,324,A,Single
Wilson House,4,401,A,Double
Wilson House,4,401,B,Double
Wilson House,4,402,A,Double
Wilson House,4,402,B,Double
Wilson House,4,403,A,Double
Wilson House,4,403,B,Double
Wilson House,4,404,A,Double
Wilson House,4,404,B,Double
Wilson House,4,408,A,Double
Wilson House,4,408,B,Double
Wilson House,4,409,A,Double
Wilson House,4,409,B,Double
Wilson House,4,410,A,Double
Wilson House,4,410,B,Double
Wilson House,4,411,A,Double
Wilson House,4,411,B,Double
Wilson House,4,412,A,Double
Wilson House,4,412,B,Double
Wilson House,4,413,A,Double
Wilson House,4,413,B,Double
Wilson House,4,414,A,Double
Wilson House,4,414,B,Double
Wilson House,4,415,A,Double
Wilson House,4,415,B,Double
Ziskind House,1,101,A,Triple
Ziskind House,1,101,B,Triple
Ziskind House,1,101,C,Triple
Ziskind House,2,201,A,Double
Ziskind House,2,201,B,Double
Ziskind House,2,202,A,Single
Ziskind House,2,203,A,Single
Ziskind House,2,204,A,Single
Ziskind House,2,205,A,Single
Ziskind House,2,207,A,Single
Ziskind House,2,208,A,Single
Ziskind House,2,212,A,Single
Ziskind House,2,213,A,Single
Ziskind House,2,214,A,Single
Ziskind House,2,215,A,Single
Ziskind House,2,216,A,Double
Ziskind House,2,216,B,Double
Ziskind House,2,217,A,Double
Ziskind House,2,217,B,Double
Ziskind House,2,218,A,Single
Ziskind House,2,219,A,Single
Ziskind House,2,223,A,Single
Ziskind House,2,224,A,Single
Ziskind House,2,225,A,Single
Ziskind House,2,226,A,Single
Ziskind House,2,227,A,Single
Ziskind House,2,228,A,Single
Ziskind House,2,229,A,Single
Ziskind House,2,230,A,Single
Ziskind House,2,231,A,Single
Ziskind House,2,232,A,Double
Ziskind House,2,232,B,Double
Ziskind House,2,233,A,Single
Ziskind House,3,301,A,Double
Ziskind House,3,301,B,Double
Ziskind House,3,302,A,Single
Ziskind House,3,303,A,Single
Ziskind House,3,304,A,Single
Ziskind House,3,305,A,Single
Ziskind House,3,306,A,Single
Ziskind House,3,307,A,Single
Ziskind House,3,308,A,Single
Ziskind House,3,309,A,Single
Ziskind House,3,310,A,Single
Ziskind House,3,311,A,Single
Ziskind House,3,312,A,Single
Ziskind House,3,313,A,Single
Ziskind House,3,314,A,Single
Ziskind House,3,316,A,Double
Ziskind House,3,316,B,Double
Ziskind House,3,317,A,Double
Ziskind House,3,317,B,Double
Ziskind House,3,319,A,Single
Ziskind House,3,320,A,Single
Ziskind House,3,323,A,Single
Ziskind House,3,324,A,Single
Ziskind House,3,325,A,Single
Ziskind House,3,326,A,Single
Ziskind House,3,328,A,Single
Ziskind House,3,329,A,Single
Ziskind House,3,331,A,Single
Ziskind House,3,332,A,Double
Ziskind House,3,332,B,Double
Ziskind House,3,333,A,Single
